text,clean_text,spam
"Subject: today ' s idea  dear mr . kaminski ,  attached , there are 2 new samples of our daily market research : today ' s  issue of the morning faxes fixed income today and financial markets today .  we also have intraday market coverage , on bloomberg : idea > go , reuters : idus ,  and bridge / telerate .  if the info looks useful , we ' d like to arrange a free 30 - day trial for you  and your colleagues . for your reference , please find our price list  attached . i look forward to your reply .  best regards ,  vadim pokhlebkin  account manager  vpokhlebkin @ ideaglobal . com  tel . + 1 212 571 4332  fax + 1 212 571 4334  ideaglobal . com  140 broadway , 21 st floor  new york , ny 10005 , usa  any views expressed in this message are those of the individual sender ,  except where the sender specifically states them to be the views of  ideaglobal . com . this email , its content and any files transmitted with it  are intended solely for the addressee ( s ) and may be legally privileged  and / or confidential . access by any other party is unauthorized without the  express written permission of the sender . if you have received this email in  error you may not copy or use the contents , attachments or information in  any way . please destroy it and contact the sender via the ideaglobal . com  switchboard in one of the following three offices : new york + 1 212 571 4332 ;  london + 44 171 430 2888 ; singapore + 65 332 0700  - fito 317 a . pdf  - fmto 317 n . pdf  - onesheet . doc",today idea dear kaminski attached samples daily market research today issue morning faxes fixed income today financial markets today intraday market coverage bloomberg idea reuters idus bridge telerate info looks useful like arrange free day trial colleagues reference please find price list attached look forward reply best regards vadim pokhlebkin account manager vpokhlebkin ideaglobal com tel 212 571 4332 fax 212 571 4334 ideaglobal com 140 broadway floor york 10005 usa views expressed message those individual sender except where sender specifically states them views ideaglobal com email content files transmitted intended solely addressee may legally privileged confidential access party unauthorized without express written permission sender received email error may copy use contents attachments information way please destroy contact sender via ideaglobal com switchboard following three offices york 212 571 4332 london 171 430 2888 singapore 332 0700 fito 317 pdf fmto 317 pdf onesheet doc,0
"Subject: 1000 full color brochures 335  the tsa design products & ideas expo show is just around the corner and if you are going to be an exhibitor you will need something to hand out to your prospective customers . wiley printing wants to help you do that by offering great prices on quality print collateral . here are a few examples :  1 , 000 business cards for $ 55 - full color , uv coated with 14 pt . paper stock  1 , 000 postcards for $ 150 - full color , uv coated with 14 pt . paper stock  1 , 000 brochures for $ 335 - full color , two sided 100 # gloss text  if you are interested in any of these offers or if you are looking for something a little different please contact us through one of the methods below .  wiley print  4650 cole ave # 105  dallas , tx 75205  214 . 443 . 0908 phone  214 . 443 . 0308 fax  info @ wileyprint . com  note : this is the first and last time wiley print will ever send you an email . however , if you would like to opt out please reply to this email with remove me in the subject line .",1000 full color brochures 335 tsa design products ideas expo show around corner going exhibitor need something hand prospective customers wiley printing wants help offering great prices quality print collateral here few examples 000 business cards full color coated paper stock 000 postcards 150 full color coated paper stock 000 brochures 335 full color two sided 100 gloss text interested offers looking something little different please contact through methods below wiley print 4650 cole ave 105 dallas 75205 214 443 0908 phone 214 443 0308 fax info wileyprint com note first last wiley print ever send email however like opt please reply email remove line,1
"Subject: spring 2001 course schedule  spring 2001 faculty ,  the spring 2001 course schedule has been posted to embanet . to access the  schedule please open the jgsm area icon on the embanet desktop . next  please open the announcement jgsm icon . you will find the spring 2001  course schedule located under the subject column . please open the  document . if you do not have access to embanet you will need to speak with  david kilgore at kilgore @ rice . edu or by calling david at 713 - 348 - 5378 .  thanks ,  kathy  kathy m . spradling  mba program coordinator  jesse h . jones graduate school of management  rice university  6100 main street , ms 531  houston , texas 77005 - 1892  phone : ( 713 ) 348 - 3313  fax : ( 713 ) 348 - 5251  email : spradlin @ rice . edu  http : / / www . rice . edu / jgs  e - mail : spradlin @ rice . edu  http : / / www . ruf . rice . edu / ~ jgs /",spring 2001 course schedule spring 2001 faculty spring 2001 course schedule posted embanet access schedule please open jgsm area icon embanet desktop next please open announcement jgsm icon find spring 2001 course schedule located under column please open document access embanet need speak david kilgore kilgore rice edu calling david 713 348 5378 thanks kathy kathy spradling mba program coordinator jesse jones graduate school management rice university 6100 main street 531 houston texas 77005 1892 phone 713 348 3313 fax 713 348 5251 email spradlin rice edu http www rice edu jgs mail spradlin rice edu http www ruf rice edu jgs,0
"Subject: we are on the look - out for new partners such as you and your company  we are on the look - out  for new partners such as you and your company  whether you want to buy or sell , bluecom danmark a / s is worth closer acquaintance  bluecom danmark a / s is a worldwide it - distributor of pc - systems and add - ons .  since it ' s foundation in 1992 the company has enjoyed constant growth , and is  always on the look out for new partners to cooperate with .  we have found you and your company through our internet research , and hope to  establish a fruitful cooperation with you in the future . however , we apologies  if you are not the correct person to contact within your company , and kindly  request that you forward this message to that person . further , if this letter  is of no interest to you and your company , please press the "" unsubscribe "" button  in this mail .  the easiest way to start cooperating with bluecom danmark a / s is through our  user - friendly website . if any of the features detailed below are of interest  to your company , please click on the link and our cooperation has already begun .  customer :  would you like the best prices on the market , plus 24 - hour delivery and an  incredible 30 days credit ?  then maybe you would like to become our partner or customer .  we are able to offer the absolute best prices on the market because of our large - scale  procurement of a small number of specific products . our range includes products  from ibm , compaq and hp options such as notebooks , pcs and monitors . we also  offer pc parts such as ram , cpus , vga cards , motherboards , wireless products ,  original mobile phones and accessories , hard disks , dvd , cd - rw , tft screens ,  from the following top companies : asus , ecs , abit , creative , intel , amd , u . s .  robotics , lg , plextor , belkin , benq , samsung , ibm software and many more .  besides delivering at the very best prices , we offer real - time updated prices  through our customer lounge , 24 - hour delivery all over europe and 30 days credit .  please click here : customers  lounge  supplier :  are you a future supplier to bluecom danmark a / s ?  bluecom danmark a / s keeps it suppliers updated on products in demand , the specific  volumes on request , and of course the target prices . if you would like to see  which products and target prices we are interested in right now ,  please click here : suppliers  lounge  everybody :  would you like to receive it news ?  bluecom danmark a / s offers it news for free . we produce a newsletter with  articles covering the changes in our industry , new products , tariff rates and  general trends in the it - market . the newsletter also contains information about  bluecom danmark a / s and the development of its business partners .  please click here : it - news  would you like more information about bluecom danmark a / s ?  for further information please do not hesitate to contact bluecom danmark a / s .  you can also visit our homepage at : www . bluecom . com  thanks for your time . we look forward to hearing from you .  best regards  jens fournais  managing director  bluecom danmark a / s  to unsubscribe from this mailing  list , please click here : unsubscribe  ( you are subscribed with this e - mail address : fork @ spamassassin . taint . org ) ",look partners such company look partners such company whether want buy sell bluecom danmark worth closer acquaintance bluecom danmark worldwide distributor systems add ons since foundation 1992 company enjoyed constant growth always look partners cooperate found company through internet research hope establish fruitful cooperation future however apologies correct person contact within company kindly request forward message person further letter interest company please press unsubscribe button mail easiest way start cooperating bluecom danmark through user friendly website features detailed below interest company please click link cooperation already begun customer like best prices market plus hour delivery incredible days credit maybe like become partner customer able offer absolute best prices market because large scale procurement small number specific products range includes products ibm compaq options such notebooks pcs monitors offer parts such ram cpus vga cards motherboards wireless products original mobile phones accessories hard disks dvd tft screens following top companies asus ecs abit creative intel amd robotics plextor belkin benq samsung ibm software many besides delivering best prices offer real updated prices through customer lounge hour delivery europe days credit please click here customers lounge supplier future supplier bluecom danmark bluecom danmark keeps suppliers updated products demand specific volumes request course target prices like see products target prices interested right now please click here suppliers lounge everybody like receive news bluecom danmark offers news free produce newsletter articles covering changes industry products tariff rates general trends market newsletter contains information bluecom danmark development business partners please click here news like information bluecom danmark further information please hesitate contact bluecom danmark visit homepage www bluecom com thanks look forward hearing best regards jens fournais managing director bluecom danmark unsubscribe mailing list please click here unsubscribe subscribed mail address fork spamassassin taint org,1
"Subject: perfect logo charset = koi 8 - r "" >  thinking of breathing new life into your business ?  start from revamping its front - endlogo and  visualidentity .  we offer creative custom design of ioqos ,  stationery and web - sites . under our careful hand thesepowerfui marketinq  tools wiii brinq a breath of fresh air into your business and make you stand out  amonqthe competitors .  you are just a ciick  away from your future success . ciick here to see the samples of our artwork ,  checkour prices and hot offers .  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",perfect logo charset koi thinking breathing life business start revamping front endlogo visualidentity offer creative custom design ioqos stationery web sites under careful hand thesepowerfui marketinq tools wiii brinq breath fresh air business make stand amonqthe competitors ciick away future success ciick here see samples artwork checkour prices hot offers interested,1
"Subject: first derivatives class  bob ,  i have asked martin , zimin , and paulo to prepare short presentations on the  power , gas , and crude markets , respectively . this will take probably 45  minutes of class time . in addition i will prepare some lecture  material . if we don ' t have enough class time to cover all assigned  problems , we can just roll them to the next class .  thanks ,  stinson",first derivatives class bob asked martin zimin paulo prepare short presentations power gas crude markets respectively take probably minutes class addition prepare some lecture material don enough class cover assigned problems roll them next class thanks stinson,0
"Subject: you are now subscribed to the frbnyrmagl list  mon , 18 sep 2000 18 : 42 : 47  your subscription to the frbnyrmagl list ( federal reserve bank of ny  research publications ) has been accepted .  please save this message for future reference , especially if this is the  first time you are subscribing to an electronic mailing list . if you ever  need to leave the list , you will find the necessary instructions below .  perhaps more importantly , saving a copy of this message ( and of all  future subscription notices from other mailing lists ) in a special mail  folder will give you instant access to the list of mailing lists that you  are subscribed to . this may prove very useful the next time you go on  vacation and need to leave the lists temporarily so as not to fill up  your mailbox while you are away ! you should also save the "" welcome  messages "" from the list owners that you will occasionally receive after  subscribing to a new list .  to send a message to all the people currently subscribed to the list ,  just send mail to frbnyrmagl @ peach . ease . lsoft . com . this is called  "" sending mail to the list , "" because you send mail to a single address and  listserv makes copies for all the people who have subscribed . this  address ( frbnyrmagl @ peach . ease . lsoft . com ) is also called the "" list  address . "" you must never try to send any command to that address , as it  would be distributed to all the people who have subscribed . all commands  must be sent to the "" listserv address , "" listserv @ peach . ease . lsoft . com . it  is very important to understand the difference between the two , but  fortunately it is not complicated . the listserv address is like a fax  number that connects you to a machine , whereas the list address is like a  normal voice line connecting you to a person . if you make a mistake and  dial the fax number when you wanted to talk to someone on the phone , you  will quickly realize that you used the wrong number and call again . no  harm will have been done . if on the other hand you accidentally make your  fax call someone ' s voice line , the person receiving the call will be  inconvenienced , especially if your fax then re - dials every 5 minutes . the  fact that most people will eventually connect the fax machine to the  voice line to allow the fax to go through and make the calls stop does  not mean that you should continue to send faxes to the voice number .  people would just get mad at you . it works pretty much the same way with  mailing lists , with the difference that you are calling hundreds or  thousands of people at the same time , and consequently you can expect a  lot of people to get upset if you consistently send commands to the list  address .  you may leave the list at any time by sending a "" signoff frbnyrmagl ""  command to listserv @ peach . ease . lsoft . com . you can also tell listserv how  you want it to confirm the receipt of messages you send to the list . if  you do not trust the system , send a "" set frbnyrmagl repro "" command and  listserv will send you a copy of your own messages , so that you can see  that the message was distributed and did not get damaged on the way .  after a while you may find that this is getting annoying , especially if  your mail program does not tell you that the message is from you when it  informs you that new mail has arrived from frbnyrmagl . if you send a "" set  frbnyrmagl ack norepro "" command , listserv will mail you a short  acknowledgement instead , which will look different in your mailbox  directory . with most mail programs you will know immediately that this is  an acknowledgement you can read later . finally , you can turn off  acknowledgements completely with "" set frbnyrmagl noack norepro "" .  contributions sent to this list are automatically archived . you can get a  list of the available archive files by sending an "" index frbnyrmagl ""  command to listserv @ peach . ease . lsoft . com . you can then order these files  with a "" get frbnyrmagl logxxxx "" command , or using listserv ' s database  search facilities . send an "" info database "" command for more information  on the latter .  important : this list is confidential . you should not publicly mention its  existence , or forward copies of information you have obtained from it to  third parties . please note that the "" give "" command is automatically  disabled for all archive files .  more information on listserv commands can be found in the listserv  reference card , which you can retrieve by sending an "" info refcard ""  command to listserv @ peach . ease . lsoft . com .",now subscribed frbnyrmagl list mon sep 2000 subscription frbnyrmagl list federal reserve bank research publications accepted please save message future reference especially first subscribing electronic mailing list ever need leave list find necessary instructions below perhaps importantly saving copy message future subscription notices mailing lists special mail folder give instant access list mailing lists subscribed may prove useful next vacation need leave lists temporarily fill mailbox while away should save welcome messages list owners occasionally receive subscribing list send message people currently subscribed list send mail frbnyrmagl peach ease lsoft com called sending mail list because send mail single address listserv makes copies people subscribed address frbnyrmagl peach ease lsoft com called list address must never try send command address distributed people subscribed commands must sent listserv address listserv peach ease lsoft com important understand difference between two fortunately complicated listserv address like fax number connects machine whereas list address like normal voice line connecting person make mistake dial fax number wanted talk someone phone quickly realize used wrong number call again harm done hand accidentally make fax call someone voice line person receiving call inconvenienced especially fax dials every minutes fact most people eventually connect fax machine voice line allow fax through make calls stop does mean should continue send faxes voice number people get mad works pretty much same way mailing lists difference calling hundreds thousands people same consequently expect lot people get upset consistently send commands list address may leave list sending signoff frbnyrmagl command listserv peach ease lsoft com tell listserv want confirm receipt messages send list trust system send set frbnyrmagl repro command listserv send copy own messages see message distributed get damaged way while may find getting annoying especially mail program does tell message informs mail arrived frbnyrmagl send set frbnyrmagl ack norepro command listserv mail short acknowledgement instead look different mailbox directory most mail programs know immediately acknowledgement read later finally turn off acknowledgements completely set frbnyrmagl noack norepro contributions sent list automatically archived get list available archive files sending index frbnyrmagl command listserv peach ease lsoft com order files get frbnyrmagl logxxxx command using listserv database search facilities send info database command information latter important list confidential should publicly mention existence forward copies information obtained third parties please note give command automatically disabled archive files information listserv commands found listserv reference card retrieve sending info refcard command listserv peach ease lsoft com,0
"Subject: no pills , no pumps - its the patch  experience more powerful orgasms  http : / / www . siratu . com / ss /  give me where to stand , and i will move the earth .  only a fool walks backwards into the future .  poetry is a way of taking life by the throat .  i am certain there is too much certainy in the world .  a word to the wise is infuriating .",pills pumps patch experience powerful orgasms http www siratu com give where stand move earth fool walks backwards future poetry way taking life throat certain too much certainy world word wise infuriating,1
"Subject: re : costless collar for hanover  bob ,  good job .  zimin  bob lee @ enron  01 / 11 / 2001 08 : 10 am  to : zimin lu / hou / ect @ ect  cc :  subject : costless collar for hanover  fyi - looks like we ' ve converged .  bob  - - - - - - - - - - - - - - - - - - - - - - forwarded by bob lee / na / enron on 01 / 11 / 2001 07 : 04 am  - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : chris loehr @ ect on 01 / 10 / 2001 04 : 50 pm  to : ron baker / corp / enron @ enron  cc : anne yaeger / hou / ect @ ect , ryan siurek / corp / enron @ enron , wes  colwell / hou / ect @ ect , bob lee / na / enron @ enron  subject : costless collar for hanover  ryan and i have looked at the research model and made some adjustments .  the treasury rate at 12 / 28 / 00 was 5 . 127 % ( research uses 4 . 6 % which probably  takes into account the recent fed 50 bp cut )  the maturity is 6 / 30 / 03 or 2 . 5 years ( research uses 3 years )  using these assumptions and a 47 . 2 % volatility in the bloomberg collar  function results in a ceiling of 92 103 / 256 and a floor of 34 7 / 8 . after  adjusting the research model for the changes above , ryan and i got a similar  range from the research model so we are comfortable with these numbers .  let me know if there are any questions .  chris  x 33092  ron baker @ enron  01 / 10 / 2001 10 : 52 am  to : wes colwell / hou / ect @ ect , ryan siurek / corp / enron @ enron , chris  loehr / hou / ect @ ect , anne yaeger / hou / ect @ ect  cc :  subject : costless collar  attached is the updated valuation from bob lee in research using the actual  3 - year historical vol . of 47 . 2 which results in a call strike of 97 . 978 .  also , he has confirmed that the presence of the swap has no impact on the  value of the collar . let me know if you have questions . thanks ,  ron  - - - - - forwarded by ron baker / corp / enron on 01 / 10 / 2001 10 : 28 am - - - - -  bob lee  01 / 10 / 2001 08 : 44 am  to : andrea v reed / hou / ect @ ect , ron baker / corp / enron @ enron  cc : zimin lu / hou / ect @ ect  subject : costless collar  here ' s the calculation using the historical volatility . the strike drops  slightly . the volatility in the calculation is the expected future  vol ; atility - looking at traded options for hc and an expected fall off in  vol for long dated options , one could justify a vol estimate in the range 40  - 50 % for the collar .  the presence of the swap makes no difference on the collar valuation .  bob",costless collar hanover bob good job zimin bob lee enron 2001 zimin hou ect ect costless collar hanover fyi looks like converged bob forwarded bob lee enron 2001 chris loehr ect 2001 ron baker corp enron enron anne yaeger hou ect ect ryan siurek corp enron enron wes colwell hou ect ect bob lee enron enron costless collar hanover ryan looked research model made some adjustments treasury rate 127 research uses probably takes account recent fed cut maturity years research uses years using assumptions volatility bloomberg collar function results ceiling 103 256 floor adjusting research model changes above ryan got similar range research model comfortable numbers let know questions chris 33092 ron baker enron 2001 wes colwell hou ect ect ryan siurek corp enron enron chris loehr hou ect ect anne yaeger hou ect ect costless collar attached updated valuation bob lee research using actual year historical vol results call strike 978 confirmed presence swap impact value collar let know questions thanks ron forwarded ron baker corp enron 2001 bob lee 2001 andrea reed hou ect ect ron baker corp enron enron zimin hou ect ect costless collar here calculation using historical volatility strike drops slightly volatility calculation expected future vol atility looking traded options expected fall off vol long dated options justify vol estimate range collar presence swap makes difference collar valuation bob,0
"Subject: re : mit financial engineering pro - seminar  claudio ,  i have done it twice in the past . i shall be glad to help again .  vince  from : claudio ribeiro @ enron 11 / 21 / 2000 08 : 32 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : mit financial engineering pro - seminar  vince :  it was stewart myers , head of the financial engineering track . he did not  contact me directly , he contacted josef ( an mit student that spent the summer  with enron and received an offer to come to work with us ) .  josef wanted to know who could make the commitment of sponsoring ( sending the  problem ) .  claudio  vince j kaminski @ ect  11 / 21 / 2000 08 : 16 am  to : claudio ribeiro / corp / enron @ enron  cc :  subject : re : mit financial engineering pro - seminar  claudio .  who was the professor who came up with the request ?  vince  from : claudio ribeiro @ enron 11 / 20 / 2000 05 : 04 pm  to : vince j kaminski / hou / ect @ ect  cc : joseph hrgovcic / hou / ect @ ect  subject : mit financial engineering pro - seminar  vince ,  i have received a call from mit asking if enron would be interested in  sponsoring a financial engineering pro - seminar .  this means that enron would propose a problem that would have its solution  developed by students in the financial engineering track . these students  would present the findings in the end .  i think that enron has already sponsored a financial engineering pro - seminar .  i remember something about real options at the time i was at school .  please , let me know if enron has the interest , specifically the research .  talking here at the weather desk , mark tawney expressed interest . if you  agree , we ( the weather desk ) could co - sponsor this pro - seminar with the  research . the idea , then , would be to propose a problem connected to weather  trading .  please , give me your thoughts about this issue .  thanks ,  claudio",mit financial engineering pro seminar claudio done twice past shall glad help again vince claudio ribeiro enron 2000 vince kaminski hou ect ect mit financial engineering pro seminar vince stewart myers head financial engineering track contact directly contacted josef mit student spent summer enron received offer come work josef wanted know make commitment sponsoring sending problem claudio vince kaminski ect 2000 claudio ribeiro corp enron enron mit financial engineering pro seminar claudio professor came request vince claudio ribeiro enron 2000 vince kaminski hou ect ect joseph hrgovcic hou ect ect mit financial engineering pro seminar vince received call mit asking enron interested sponsoring financial engineering pro seminar means enron propose problem solution developed students financial engineering track students present findings end think enron already sponsored financial engineering pro seminar remember something real options school please let know enron interest specifically research talking here weather desk mark tawney expressed interest agree weather desk sponsor pro seminar research idea propose problem connected weather trading please give thoughts issue thanks claudio,0
"Subject: get more orders for anything you sell  reach the masses  direct e - mail  advertising  the bulk e - mail  experts  if we can  reach you , you can reach them !  500 , 000 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . $ 399 us  1 , 000 , 000 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . $ 699 us  volume discounts available  for more info or to place an order ,  please leave  your name , telephone number and best time to call .  please click here  to be removed from further mailings , please  click here ",get orders anything sell reach masses direct mail advertising bulk mail experts reach reach them 500 000 399 000 000 699 volume discounts available info place order please leave name telephone number best call please click here removed further mailings please click here,1
"Subject: wharton interviews  - - - - - - - - - - - - - - - - - - - - - - forwarded by kristin gandy / na / enron on 01 / 30 / 2001  03 : 19 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : kristin gandy 01 / 29 / 2001 05 : 32 pm  to : jeremy blachman / hou / ees @ ees  cc : bryan kite / enron communications @ enron communications , michele nezi  marvin / enron communications @ enron communications  subject : wharton interviews  this is a request for your interview participation . the associate program  will be on the wharton , mba campus interviewing summer associate interns next  week . due to business reasons , previously scheduled interviewers from the  wharton team have had to cancel their participation .  currently , i need two interviewers for monday , february 5 th and two  interviewers for tuesday , february 6 th . please let me know of your  availability . campus interviews are scheduled as follows :  place : rittenhouse hotel  210 west rittenhouse square  philadelphia , pa 19103  date : monday , february 5 th tuesday , february 6 th  day one interviews day two interviews  time : 8 : 30 a . m . to 5 : 00 p . m . 8 : 30 a . m . to 4 : 00 p . m .  interviewers : bryan kite - confirmed  michele nezi marvin - confirmed  in the event that you have scheduling conflicts and cannot participate , any  referrals at the director or vp level would be greatly appreciated .  as always , thank you for your time and please contact me @ ext . 5 - 3214 if you  have any questions .  kristin gandy  associate recruiting",wharton interviews forwarded kristin gandy enron 2001 kristin gandy 2001 jeremy blachman hou ees ees bryan kite enron communications enron communications michele nezi marvin enron communications enron communications wharton interviews request interview participation associate program wharton mba campus interviewing summer associate interns next week due business reasons previously scheduled interviewers wharton team cancel participation currently need two interviewers monday february two interviewers tuesday february please let know availability campus interviews scheduled follows place rittenhouse hotel 210 west rittenhouse square philadelphia 19103 date monday february tuesday february day interviews day two interviews interviewers bryan kite confirmed michele nezi marvin confirmed event scheduling conflicts cannot participate referrals director level greatly appreciated always thank please contact ext 3214 questions kristin gandy associate recruiting,0
"Subject: light switch for eb 1939  good morning all :  maureen raymond castaneda is officed in ebl 939 . she has terrible migraine  headaches which are made worse by light . we would like to get a price on  having an on / off switch installed in her room . as of now , they have removed  the light bulbs , but said that may not completely answer the problem as some  one may see that they are out and request they be replaced .  i think the answer ( if it is not too expensive ) would be to have a switch  installed .  please let me know .  our co . # is 0011 and our rc # is 100038 .  thanks !  shirley  3 - 5290",light switch 1939 good morning maureen raymond castaneda officed ebl 939 terrible migraine headaches made worse light like get price having off switch installed her room now removed light bulbs said may completely answer problem some may see request replaced think answer too expensive switch installed please let know 0011 100038 thanks shirley 5290,0
"Subject: energy operations promotions  i am pleased to announce the following promotions effective february 1 within  ena energy operations . these individuals have been promoted in recognition  of their outstanding performance and their contributions to the continuing  success of enron north america . please join me in congratulating these  employees on their promotions .  promotions to senior director  kristin albrecht serves as business controller for ena  , s power business .  along with leslie reeves , kristin ensures that power transactions are handled  accurately and smoothly from beginning to end . kristin  , s primary focus is on  risk controls and daily reporting of positions and p & l for east power  trading , west power trading and genco operations .  brenda herod serves as business controller for ena  , s assets business , working  with the gas assets group and the texas trading desk . her responsibilities  include global contracts and facilities , risk management , confirmations , gas  scheduling , volume management , settlements and regulatory compliance for  houston pipeline , lrc and enron midstream services .  leslie reeves is a business controller for ena  , s power business , working  closely with kristin albrecht in managing mid and back office support for the  east , west and genco power trading groups . her primary responsibilities are  documentation and settlements , with a focus on contract administration , cash  forecasting and cash management .  mary solmonson leads ena  , s global database management group , collecting and  validating information on our customers , contracts , pipelines and facilities ,  as well as published prices . these activities support overall energy  operations responsibilities from risk to logistics to settlement . in  addition , mary has been instrumental in the promotion and implementation of  the global systems across enron to provide control , consistency , and common  data throughout the organization .  promotions to director  scott pleus serves as business controller for enron  , s emerging products .  these businesses include bandwidth , pulp and paper , and weather . his primary  responsibilities include day - to - day functions of risk management ,  confirmations , pulp and paper scheduling , and settlements as well as long  term system development .  sheri thomas led ena  , s natural gas off - system settlements function throughout  1999 . her responsibilities included cash forecasting , collections , and  accountability for receivables and payables for ena  , s gas business in the  east , west and central regions of the us . sheri accepted a new assignment in  january 2000 and is now managing the enron online operations .  promotions to manager  bennett kaufman manages the risk management administration function for the  equity trading and debt trading groups . he has also had experience in  supporting the options book for natural gas derivatives trading . prior to  joining enron in early 1998 , bennett worked in trading operations for  investment banking firms in new york .  richard mckeel is the systems integration analyst within global database  management , overseeing the change management process and new software  development needed to interface the global applications with strategic  systems  ) sitara , unify , enpower , solarc , sap , and enrononline .  other promotions  specialist to senior specialist : analyst to specialist :  sylvia campos  ) deal compliance contract records tara eslick  ) financial  trading risk management  kam keiser  ) gas risk management - central desk victoria versen  ) gas  logistics - east desk  phillip love  ) risk controls operational analysis  jeff coats  ) gas risk management - central desk  monica lande  ) west power risk management ( portland ) senior clerk to staff :  trang le  ) strategic operations  ) project unify  john postlewaite  ) east power risk management anthony campos  ) deal  compliance contract records  diane seib  ) documentation ( calgary ) kori loibl  ) gas risk management -  financial books  donnie vinson  ) west power risk management ( portland )  imelda frayre  ) strategic operations - project sitara  clerk to senior clerk :  staff to specialist :  leslie smith  ) information & records management  amy degeyter  ) power documentation melinda whalen  ) documentation ( calgary )  michael nguyen  ) emerging products risk management  sherlyn schumack  ) logistics volume management  karie hastings  ) strategic operations - project sitara  in addition , peggy hedstrom and brent price were promoted to vice president ,  as announced in the memo issued by enron corp . office of the chairman . peggy  leads energy operations for enron canada , with responsibility for risk  management , documentation and gas logistics . peggy also serves as a key  interface with canadian pipelines as a member of several industry  committees . brent is the senior business controller for gas trading  operations in the u . s . his responsibilities include risk management ,  confirmations , volume management and settlements for the east , west and  central regions . he also provides operational expertise in the due diligence  phase of the evaluations of joint ventures and acquisitions .",energy operations promotions pleased announce following promotions effective february within ena energy operations individuals promoted recognition outstanding performance contributions continuing success enron north america please join congratulating employees promotions promotions senior director kristin albrecht serves business controller ena power business along leslie reeves kristin ensures power transactions handled accurately smoothly beginning end kristin primary focus risk controls daily reporting positions east power trading west power trading genco operations brenda herod serves business controller ena assets business working gas assets group texas trading desk her responsibilities include global contracts facilities risk management confirmations gas scheduling volume management settlements regulatory compliance houston pipeline lrc enron midstream services leslie reeves business controller ena power business working closely kristin albrecht managing mid back office support east west genco power trading groups her primary responsibilities documentation settlements focus contract administration cash forecasting cash management mary solmonson leads ena global database management group collecting validating information customers contracts pipelines facilities well published prices activities support overall energy operations responsibilities risk logistics settlement addition mary instrumental promotion implementation global systems across enron provide control consistency common data throughout organization promotions director scott pleus serves business controller enron emerging products businesses include bandwidth pulp paper weather his primary responsibilities include day day functions risk management confirmations pulp paper scheduling settlements well long term system development sheri thomas led ena natural gas off system settlements function throughout 1999 her responsibilities included cash forecasting collections accountability receivables payables ena gas business east west central regions sheri accepted assignment january 2000 now managing enron online operations promotions manager bennett kaufman manages risk management administration function equity trading debt trading groups experience supporting options book natural gas derivatives trading prior joining enron early 1998 bennett worked trading operations investment banking firms york richard mckeel systems integration analyst within global database management overseeing change management process software development needed interface global applications strategic systems sitara unify enpower solarc sap enrononline promotions specialist senior specialist analyst specialist sylvia campos deal compliance contract records tara eslick financial trading risk management kam keiser gas risk management central desk victoria versen gas logistics east desk phillip love risk controls operational analysis jeff coats gas risk management central desk monica lande west power risk management portland senior clerk staff trang strategic operations project unify john postlewaite east power risk management anthony campos deal compliance contract records diane seib documentation calgary kori loibl gas risk management financial books donnie vinson west power risk management portland imelda frayre strategic operations project sitara clerk senior clerk staff specialist leslie smith information records management amy degeyter power documentation melinda whalen documentation calgary michael nguyen emerging products risk management sherlyn schumack logistics volume management karie hastings strategic operations project sitara addition peggy hedstrom brent price promoted vice president announced memo issued enron corp office chairman peggy leads energy operations enron canada responsibility risk management documentation gas logistics peggy serves key interface canadian pipelines member several industry committees brent senior business controller gas trading operations his responsibilities include risk management confirmations volume management settlements east west central regions provides operational expertise due diligence phase evaluations joint ventures acquisitions,0
"Subject: summary of dabhol lenders ' presentation  vince / stinson ,  please find below a summary of the presenation given to lenders at the april 23 rd meeting in london .  the key points that emerge are :  phase ii will require commitments of about $ 700 mm to complete ( phase i + ii total $ 3 . 2 billion )  several commercial issues are getting severe in the current environment in india , could result in cost escalations  makes the case that mseb does not have the financial strength to absorb phase ii power  management to seek authority to serve preliminary termination notice ( ptn ) , triggering a 6 month cure period  a copy of the full presenation is available .  regards ,  sandeep .",summary dabhol lenders presentation vince stinson please find below summary presenation given lenders april meeting london key points emerge phase require commitments 700 complete phase total billion several commercial issues getting severe current environment india result cost escalations makes case mseb does financial strength absorb phase power management seek authority serve preliminary termination notice ptn triggering month cure period copy full presenation available regards sandeep,0
"Subject: december 15 th super saturday friday interview confirmation  please see the attached regarding interview confirmation and information for  friday , december 15 th .  thanks  shelly",december super saturday friday interview confirmation please see attached regarding interview confirmation information friday december thanks shelly,0
